incident_id,comment_seq,comment_div,comment_by,comment_date,comment
SMPL-001712,3,再質問,通常User0120,2024/1/31,XXXX
SMPL-001712,4,発信者へ差戻し,DWHUser0061,2024/1/31,XXXX
SMPL-001712,5,再質問,通常User0120,2024/1/31,XXXX
SMPL-001712,6,発信者へ差戻し,DWHUser0061,2024/1/31,XXXX
SMPL-001712,7,回答承認,通常User0120,2024/2/7,XXXX
SMPL-001713,0,新規登録,通常User0478,2024/1/29,XXXX
SMPL-001713,1,着手報告回答,通常User0557,2024/1/29,XXXX
SMPL-001713,2,発信者へ差戻し,通常User0593,2024/1/29,XXXX
SMPL-001713,3,再質問,通常User0469,2024/1/30,XXXX
SMPL-001713,4,中間回答,通常User0593,2024/1/30,XXXX
SMPL-001713,5,発信者へ差戻し,DWHUser0053,2024/1/30,XXXX
SMPL-001713,6,回答承認,通常User0469,2024/1/31,XXXX
SMPL-001719,0,新規登録,通常User0609,2024/2/1,XXXX
SMPL-001719,1,着手報告回答,通常User0557,2024/2/1,XXXX
SMPL-001719,2,発信者へ差戻し,DWHUser0061,2024/2/2,XXXX
SMPL-001719,3,発信者へ差戻し,DWHUser0061,2024/2/2,XXXX
SMPL-001719,4,再質問,通常User0751,2024/2/2,XXXX
SMPL-001719,5,発信者へ差戻し,DWHUser0061,2024/2/5,XXXX
SMPL-001719,6,再質問,通常User0627,2024/2/22,XXXX
SMPL-001719,7,発信者へ差戻し,DWHUser0061,2024/2/27,XXXX
SMPL-001719,8,再質問,通常User0751,2024/4/2,XXXX
SMPL-001719,9,発信者へ差戻し,DWHUser0061,2024/4/2,XXXX
SMPL-001719,10,再質問,通常User0627,2024/5/15,XXXX
SMPL-001719,11,発信者へ差戻し,DWHUser0061,2024/5/16,XXXX
SMPL-001719,12,再質問,通常User0627,2024/5/16,XXXX
SMPL-001719,13,発信者へ差戻し,DWHUser0061,2024/5/17,XXXX
SMPL-001719,14,発信者へ差戻し,DWHUser0799,2024/7/23,※回答カテゴリ：発信者に差戻し　かつ　更新日：1か月以上　のQAへ連絡。　継続の場合、期限内にコメントをお願いいたします。お世話になっております。その後の状況は如何でしょうか。2024年7月29日までにご連絡がない場合、本QAをクローズさせていただきます。以上、よろしくお願い致します。
SMPL-001719,15,クローズ,DWHUser0799,2024/7/30,お世話になっております。期限の2024年7月29日を過ぎましたが、ご連絡がありませんでしたので誠に勝手ながら本件はクローズさせていただきます。問題が解決していない場合には、お手数ですが新規QA登録をお願い致します。
SMPL-001723,0,新規登録,通常User0354,2024/2/5,XXXX
SMPL-001723,1,着手報告回答,通常User0557,2024/2/6,XXXX
SMPL-001723,2,発信者へ差戻し,DWHUser0061,2024/2/6,XXXX
SMPL-001723,3,再質問,通常User0355,2024/2/15,XXXX
SMPL-001723,4,発信者へ差戻し,DWHUser0061,2024/2/15,XXXX
SMPL-001723,5,再質問,通常User0355,2024/2/15,XXXX
SMPL-001723,6,再質問,通常User0355,2024/2/17,XXXX
SMPL-001723,7,発信者へ差戻し,DWHUser0061,2024/2/19,XXXX
SMPL-001723,8,再質問,通常User0355,2024/2/26,XXXX
SMPL-001723,9,発信者へ差戻し,DWHUser0061,2024/2/27,XXXX
SMPL-001723,10,再質問,通常User0355,2024/2/28,XXXX
SMPL-001723,11,発信者へ差戻し,DWHUser0061,2024/2/29,XXXX
SMPL-001723,12,再質問,通常User0355,2024/3/5,XXXX
SMPL-001723,13,発信者へ差戻し,DWHUser0061,2024/3/6,XXXX
SMPL-001723,14,回答承認,通常User0355,2024/4/9,XXXX
SMPL-001725,0,新規登録,通常User0650,2024/2/5,XXXX
SMPL-001725,1,着手報告回答,通常User0557,2024/2/5,XXXX
SMPL-001725,2,完了回答,通常User0241,2024/2/5,XXXX
SMPL-001725,3,再質問,通常User0651,2024/2/6,XXXX
SMPL-001728,0,新規登録,通常User0884,2024/2/9,XXXX
SMPL-001728,1,発信者へ差戻し,DWHUser0061,2024/2/13,XXXX
SMPL-001728,2,再質問,通常User0885,2024/2/14,XXXX
SMPL-001728,3,発信者へ差戻し,DWHUser0061,2024/2/14,XXXX
SMPL-001728,4,再質問,通常User0885,2024/2/14,XXXX
SMPL-001728,5,発信者へ差戻し,DWHUser0061,2024/2/15,XXXX
SMPL-001728,6,再質問,通常User0885,2024/2/15,XXXX
SMPL-001728,7,発信者へ差戻し,DWHUser0061,2024/2/19,XXXX
SMPL-001728,8,回答承認,通常User0885,2024/2/26,XXXX
SMPL-001730,0,新規登録,通常User0896,2024/2/14,XXXX
SMPL-001730,1,発信者へ差戻し,DWHUser0053,2024/2/15,XXXX
SMPL-001730,2,回答承認,通常User0897,2024/2/19,XXXX
SMPL-001733,0,新規登録,通常User0363,2024/2/19,XXXX
SMPL-001733,1,再質問,通常User0798,2024/2/28,XXXX
SMPL-001733,2,発信者へ差戻し,DWHUser0061,2024/2/28,XXXX
SMPL-001733,3,再質問,通常User0798,2024/2/28,XXXX
SMPL-001733,4,発信者へ差戻し,DWHUser0061,2024/2/29,XXXX
SMPL-001733,5,再質問,通常User0798,2024/2/29,XXXX
SMPL-001733,6,発信者へ差戻し,DWHUser0061,2024/2/29,XXXX
SMPL-001733,7,再質問,通常User0798,2024/2/29,XXXX
SMPL-001733,8,発信者へ差戻し,DWHUser0061,2024/3/1,XXXX
SMPL-001733,9,再質問,通常User0798,2024/3/7,XXXX
SMPL-001733,10,発信者へ差戻し,DWHUser0061,2024/3/7,XXXX
SMPL-001733,11,再質問,通常User0798,2024/3/7,XXXX
SMPL-001733,12,発信者へ差戻し,DWHUser0061,2024/3/7,XXXX
SMPL-001733,13,再質問,通常User0798,2024/3/7,XXXX
SMPL-001733,14,発信者へ差戻し,DWHUser0061,2024/3/14,XXXX
SMPL-001733,15,再質問,通常User0798,2024/3/14,XXXX
SMPL-001733,16,発信者へ差戻し,DWHUser0061,2024/3/14,XXXX
SMPL-001733,17,再質問,通常User0798,2024/3/15,XXXX
SMPL-001733,18,発信者へ差戻し,DWHUser0061,2024/3/18,XXXX
SMPL-001733,19,再質問,通常User0798,2024/3/19,XXXX
SMPL-001733,20,再質問,通常User0798,2024/3/19,XXXX
SMPL-001733,21,発信者へ差戻し,DWHUser0061,2024/3/19,XXXX
SMPL-001733,22,再質問,通常User0798,2024/3/25,XXXX
SMPL-001733,23,発信者へ差戻し,DWHUser0061,2024/3/25,XXXX
SMPL-001733,24,再質問,通常User0798,2024/3/25,XXXX
SMPL-001733,25,発信者へ差戻し,DWHUser0061,2024/3/25,XXXX
SMPL-001733,26,再質問,通常User0798,2024/3/25,XXXX
SMPL-001733,27,発信者へ差戻し,DWHUser0061,2024/3/25,XXXX
SMPL-001733,28,発信者へ差戻し,DWHUser0055,2024/5/15,XXXX
SMPL-001733,29,回答承認,通常User0364,2024/5/15,XXXX
SMPL-001737,0,新規登録,通常User0766,2024/2/21,XXXX
SMPL-001737,1,着手報告回答,通常User0557,2024/2/21,XXXX
SMPL-001737,2,発信者へ差戻し,DWHUser0047,2024/2/21,XXXX
SMPL-001737,3,発信者へ差戻し,DWHUser0055,2024/4/15,XXXX
SMPL-001737,4,回答承認,通常User0767,2024/4/18,XXXX
SMPL-001740,0,新規登録,通常User0901,2024/2/26,XXXX
SMPL-001740,1,発信者へ差戻し,DWHUser0053,2024/2/26,XXXX
SMPL-001740,2,再質問,通常User0902,2024/2/26,XXXX
SMPL-001740,3,発信者へ差戻し,DWHUser0053,2024/2/26,XXXX
SMPL-001740,4,再質問,通常User0902,2024/2/26,XXXX
SMPL-001740,5,発信者へ差戻し,DWHUser0053,2024/2/26,XXXX
SMPL-001740,6,再質問,通常User0902,2024/2/28,XXXX
SMPL-001740,7,クローズ,DWHUser0053,2024/2/28,XXXX
SMPL-001742,0,新規登録,通常User0119,2024/2/26,XXXX
SMPL-001742,1,着手報告回答,通常User0557,2024/2/26,XXXX
SMPL-001742,2,発信者へ差戻し,DWHUser0061,2024/2/26,XXXX
SMPL-001742,3,再質問,通常User0120,2024/2/26,XXXX
SMPL-001742,4,再質問,通常User0120,2024/2/27,XXXX
SMPL-001742,5,発信者へ差戻し,DWHUser0061,2024/2/27,XXXX
SMPL-001742,6,再質問,通常User0120,2024/2/27,XXXX
SMPL-001742,7,再質問,通常User0120,2024/2/27,XXXX
SMPL-001742,8,再質問,通常User0120,2024/2/27,XXXX
SMPL-001742,9,発信者へ差戻し,DWHUser0061,2024/2/27,XXXX
SMPL-001742,10,発信者へ差戻し,DWHUser0061,2024/2/27,XXXX
SMPL-001742,11,再質問,通常User0120,2024/2/27,XXXX
SMPL-001742,12,中間回答,DWHUser0061,2024/2/27,XXXX
SMPL-001742,13,再質問,通常User0120,2024/2/27,XXXX
SMPL-001742,14,発信者へ差戻し,DWHUser0061,2024/2/28,XXXX
SMPL-001742,15,再質問,通常User0120,2024/2/28,XXXX
SMPL-001742,16,発信者へ差戻し,DWHUser0061,2024/2/29,XXXX
SMPL-001742,17,再質問,通常User0120,2024/3/1,XXXX
SMPL-001742,18,発信者へ差戻し,DWHUser0061,2024/3/1,XXXX
SMPL-001742,19,再質問,通常User0120,2024/3/1,XXXX
SMPL-001742,20,再質問,通常User0120,2024/3/1,XXXX
SMPL-001742,21,再質問,通常User0120,2024/3/1,XXXX
SMPL-001742,22,発信者へ差戻し,DWHUser0061,2024/3/4,XXXX
SMPL-001742,23,再質問,通常User0120,2024/3/4,XXXX
SMPL-001742,24,再質問,通常User0120,2024/3/5,XXXX
SMPL-001742,25,再質問,通常User0120,2024/3/5,XXXX
SMPL-001742,26,再質問,通常User0120,2024/3/5,XXXX
SMPL-001742,27,発信者へ差戻し,DWHUser0055,2024/3/5,XXXX
SMPL-001742,28,再質問,通常User0903,2024/3/6,XXXX
SMPL-001742,29,発信者へ差戻し,DWHUser0055,2024/3/6,XXXX
SMPL-001742,30,再質問,通常User0903,2024/3/6,XXXX
SMPL-001742,31,発信者へ差戻し,DWHUser0055,2024/3/6,XXXX
SMPL-001742,32,再質問,通常User0120,2024/3/7,XXXX
SMPL-001742,33,発信者へ差戻し,DWHUser0055,2024/3/7,XXXX
SMPL-001742,34,再質問,通常User0120,2024/3/8,XXXX
SMPL-001742,35,再質問,通常User0120,2024/3/8,XXXX
SMPL-001742,36,再質問,通常User0120,2024/3/8,XXXX
SMPL-001742,37,発信者へ差戻し,DWHUser0061,2024/3/8,XXXX
SMPL-001742,38,再質問,通常User0120,2024/3/8,XXXX
SMPL-001742,39,発信者へ差戻し,DWHUser0061,2024/3/8,XXXX
SMPL-001742,40,再質問,通常User0120,2024/3/11,XXXX
SMPL-001742,41,発信者へ差戻し,DWHUser0061,2024/3/11,XXXX
SMPL-001742,42,再質問,通常User0120,2024/3/11,XXXX
SMPL-001742,43,発信者へ差戻し,DWHUser0061,2024/3/18,XXXX
SMPL-001742,44,回答承認,通常User0120,2024/3/29,XXXX
SMPL-001749,0,新規登録,通常User0661,2024/3/1,XXXX
SMPL-001749,1,発信者へ差戻し,DWHUser0061,2024/3/4,XXXX
SMPL-001749,2,再質問,通常User0905,2024/3/4,XXXX
SMPL-001750,0,新規登録,通常User0896,2024/3/2,XXXX
SMPL-001750,1,発信者へ差戻し,DWHUser0061,2024/3/4,XXXX
SMPL-001750,2,再質問,通常User0897,2024/3/8,XXXX
SMPL-001750,3,発信者へ差戻し,DWHUser0061,2024/3/11,XXXX
SMPL-001750,4,回答承認,通常User0897,2024/3/16,XXXX
SMPL-001752,0,新規登録,通常User0908,2024/3/4,XXXX
SMPL-001752,1,発信者へ差戻し,DWHUser0053,2024/3/4,XXXX
SMPL-001752,2,回答承認,通常User0909,2024/3/12,XXXX
SMPL-001760,0,新規登録,通常User0913,2024/3/8,XXXX
SMPL-001760,1,発信者へ差戻し,DWHUser0061,2024/3/8,XXXX
SMPL-001760,2,再質問,通常User0914,2024/3/8,XXXX
SMPL-001760,3,発信者へ差戻し,DWHUser0061,2024/3/11,XXXX
SMPL-001760,4,発信者へ差戻し,DWHUser0055,2024/4/15,お世話になっております。その後の状況は如何でしょうか。本件、対応完了とさせていただいてよろしいでしょうか。2024年4月26日までにご連絡がない場合、本QAをクローズさせていただきます。以上、よろしくお願い致します。
SMPL-001760,5,クローズ,DWHUser0055,2024/5/7,お世話になっております。期限の2024年4月26日を過ぎましたが、ご連絡がありませんでしたので、誠に勝手ながら本件はクローズさせていただきます。問題が解決していない場合には、お手数ですが新規QA登録をお願い致します。
SMPL-001763,0,新規登録,通常User0898,2024/3/12,XXXX
SMPL-001763,1,発信者へ差戻し,DWHUser0061,2024/3/12,XXXX
SMPL-001763,2,再質問,通常User0899,2024/3/13,XXXX
SMPL-001763,3,発信者へ差戻し,DWHUser0061,2024/3/15,XXXX
SMPL-001763,4,発信者へ差戻し,DWHUser0055,2024/4/15,XXXX
SMPL-001763,5,回答承認,通常User0899,2024/4/19,XXXX
SMPL-001771,0,新規登録,通常User0783,2024/3/18,XXXX
SMPL-001771,1,着手報告回答,通常User0557,2024/3/19,XXXX
SMPL-001771,2,発信者へ差戻し,DWHUser0061,2024/3/19,XXXX
SMPL-001771,3,発信者へ差戻し,DWHUser0055,2024/4/15,XXXX
SMPL-001771,4,回答承認,通常User0917,2024/4/15,XXXX
SMPL-001772,0,新規登録,通常User0918,2024/3/18,XXXX
SMPL-001772,1,着手報告回答,通常User0557,2024/3/18,XXXX
SMPL-001772,2,再質問,通常User0919,2024/3/18,XXXX
SMPL-001772,3,再質問,通常User0919,2024/3/18,XXXX
SMPL-001772,4,中間回答,通常User0241,2024/3/18,XXXX
SMPL-001774,0,新規登録,通常User0908,2024/3/21,XXXX
SMPL-001775,0,新規登録,通常User0920,2024/3/19,XXXX
SMPL-001775,1,着手報告回答,通常User0557,2024/3/19,XXXX
SMPL-001775,2,発信者へ差戻し,DWHUser0053,2024/3/21,XXXX
SMPL-001775,3,再質問,通常User0921,2024/3/26,XXXX
SMPL-001775,4,発信者へ差戻し,DWHUser0053,2024/3/26,XXXX
SMPL-001775,5,再質問,通常User0921,2024/3/26,XXXX
SMPL-001775,6,クローズ,DWHUser0053,2024/3/26,XXXX
SMPL-001783,0,新規登録,通常User0296,2024/3/30,XXXX
SMPL-001783,1,着手報告回答,通常User0557,2024/4/1,XXXX
SMPL-001783,2,発信者へ差戻し,DWHUser0061,2024/4/1,XXXX
SMPL-001783,3,再質問,通常User0924,2024/4/10,XXXX
SMPL-001783,4,発信者へ差戻し,DWHUser0061,2024/4/12,XXXX
SMPL-001783,5,再質問,通常User0924,2024/4/12,XXXX
SMPL-001783,6,発信者へ差戻し,DWHUser0061,2024/4/12,XXXX
SMPL-001783,7,発信者へ差戻し,DWHUser0799,2024/7/23,※回答カテゴリ：発信者に差戻し　かつ　更新日：1か月以上　のQAへ連絡。　継続の場合、期限内にコメントをお願いいたします。お世話になっております。その後の状況は如何でしょうか。2024年7月29日までにご連絡がない場合、本QAをクローズさせていただきます。以上、よろしくお願い致します。
SMPL-001783,8,クローズ,DWHUser0799,2024/7/30,お世話になっております。期限の2024年7月29日を過ぎましたが、ご連絡がありませんでしたので誠に勝手ながら本件はクローズさせていただきます。問題が解決していない場合には、お手数ですが新規QA登録をお願い致します。
SMPL-001790,0,新規登録,通常User0926,2024/4/4,XXXX
SMPL-001790,1,発信者へ差戻し,DWHUser0053,2024/4/4,XXXX
SMPL-001790,2,再質問,通常User0927,2024/4/5,XXXX
SMPL-001790,3,中間回答,DWHUser0053,2024/4/5,XXXX
SMPL-001790,4,再質問,通常User0927,2024/4/5,XXXX
SMPL-001790,5,発信者へ差戻し,DWHUser0053,2024/4/8,XXXX
SMPL-001790,6,回答承認,通常User0927,2024/4/8,XXXX
SMPL-001792,0,新規登録,通常User0478,2024/4/5,XXXX
SMPL-001792,1,再質問,通常User0469,2024/4/5,XXXX
SMPL-001792,2,発信者へ差戻し,DWHUser0061,2024/4/5,XXXX
SMPL-001792,3,再質問,通常User0469,2024/4/5,XXXX
SMPL-001797,0,新規登録,通常User0478,2024/4/5,XXXX
SMPL-001797,1,再質問,通常User0469,2024/4/5,XXXX
SMPL-001797,2,発信者へ差戻し,DWHUser0061,2024/4/5,XXXX
SMPL-001797,3,再質問,通常User0469,2024/4/5,XXXX
SMPL-001797,4,再質問,通常User0674,2024/4/9,XXXX
SMPL-001797,5,発信者へ差戻し,DWHUser0061,2024/4/9,XXXX
SMPL-001797,6,再質問,通常User0469,2024/4/9,XXXX
SMPL-001797,7,発信者へ差戻し,通常User0641,2024/4/11,XXXX
SMPL-001797,8,回答承認,通常User0469,2024/4/18,XXXX
SMPL-001804,0,新規登録,通常User0935,2024/4/1,XXXX
SMPL-001804,1,着手報告回答,通常User0936,2024/4/1,XXXX
SMPL-001804,2,中間回答,通常User0937,2024/4/3,XXXX
SMPL-001804,3,再質問,通常User0938,2024/4/3,XXXX
SMPL-001804,4,発信者へ差戻し,通常User0937,2024/4/5,XXXX
SMPL-001804,5,再質問,通常User0938,2024/4/10,XXXX
SMPL-001804,6,中間回答,通常User0937,2024/4/10,XXXX
SMPL-001804,7,発信者へ差戻し,通常User0937,2024/4/11,XXXX
SMPL-001804,8,再質問,通常User0938,2024/4/11,XXXX
SMPL-001804,9,発信者へ差戻し,通常User0663,2024/4/19,XXXX
SMPL-001804,10,再質問,通常User0938,2024/4/19,XXXX
SMPL-001804,11,中間回答,通常User0663,2024/4/19,XXXX
SMPL-001804,12,発信者へ差戻し,通常User0663,2024/4/23,XXXX
SMPL-001804,13,発信者へ差戻し,通常User0937,2024/4/25,XXXX
SMPL-001804,14,再質問,通常User0938,2024/4/25,XXXX
SMPL-001804,15,発信者へ差戻し,通常User0937,2024/4/26,XXXX
SMPL-001804,16,回答承認,通常User0938,2024/6/20,XXXX
SMPL-001804,17,クローズ,通常User0937,2024/6/20,XXXX
SMPL-001808,0,新規登録,通常User0939,2024/4/15,XXXX
SMPL-001808,1,発信者へ差戻し,DWHUser0053,2024/4/15,XXXX
SMPL-001808,2,再質問,通常User0176,2024/4/16,XXXX
SMPL-001808,3,発信者へ差戻し,DWHUser0053,2024/4/17,XXXX
SMPL-001808,4,再質問,通常User0176,2024/4/17,XXXX
SMPL-001808,5,発信者へ差戻し,DWHUser0053,2024/4/17,XXXX
SMPL-001808,6,回答承認,通常User0176,2024/4/17,XXXX
SMPL-001818,0,新規登録,通常User0800,2024/4/23,XXXX
SMPL-001818,1,発信者へ差戻し,DWHUser0061,2024/4/23,XXXX
SMPL-001818,2,再質問,通常User0801,2024/4/24,XXXX
SMPL-001818,3,発信者へ差戻し,DWHUser0061,2024/4/24,XXXX
SMPL-001818,4,回答承認,通常User0801,2024/5/21,XXXX
SMPL-001822,0,新規登録,通常User0786,2024/5/7,XXXX
SMPL-001822,1,発信者へ差戻し,DWHUser0061,2024/5/8,XXXX
SMPL-001822,2,再質問,通常User0787,2024/5/8,XXXX
SMPL-001822,3,発信者へ差戻し,DWHUser0061,2024/5/8,XXXX
SMPL-001822,4,再質問,通常User0787,2024/5/9,XXXX
SMPL-001822,5,発信者へ差戻し,DWHUser0061,2024/5/10,XXXX
SMPL-001822,6,再質問,通常User0787,2024/6/10,XXXX
SMPL-001822,7,発信者へ差戻し,DWHUser0061,2024/6/11,XXXX
SMPL-001822,8,再質問,通常User0370,2024/6/17,XXXX
SMPL-001822,9,発信者へ差戻し,DWHUser0061,2024/6/18,XXXX
SMPL-001822,10,再質問,通常User0370,2024/6/19,XXXX
SMPL-001822,11,発信者へ差戻し,DWHUser0061,2024/6/19,XXXX
SMPL-001822,12,回答承認,通常User0787,2024/6/20,XXXX
SMPL-001833,0,新規登録,通常User0944,2024/5/17,XXXX
SMPL-001833,1,着手報告回答,通常User0557,2024/5/17,XXXX
SMPL-001833,2,資料採取依頼,通常User0689,2024/5/17,XXXX
SMPL-001833,3,再質問,通常User0945,2024/5/17,XXXX
SMPL-001833,4,発信者へ差戻し,DWHUser0053,2024/5/20,XXXX
SMPL-001833,5,回答承認,通常User0945,2024/5/20,XXXX
SMPL-001836,0,新規登録,通常User0900,2024/5/24,XXXX
SMPL-001836,1,発信者へ差戻し,DWHUser0061,2024/5/24,XXXX
SMPL-001836,2,回答承認,通常User0946,2024/5/30,XXXX
SMPL-001837,0,新規登録,通常User0375,2024/5/24,XXXX
SMPL-001837,1,着手報告回答,通常User0557,2024/5/24,XXXX
SMPL-001837,2,発信者へ差戻し,DWHUser0047,2024/5/27,XXXX
SMPL-001837,3,再質問,通常User0376,2024/5/28,XXXX
SMPL-001837,4,発信者へ差戻し,DWHUser0047,2024/5/28,XXXX
SMPL-001837,5,再質問,通常User0376,2024/5/30,XXXX
SMPL-001837,6,発信者へ差戻し,DWHUser0047,2024/5/31,XXXX
SMPL-001837,7,回答承認,通常User0376,2024/6/5,XXXX
